Date,SPY,QQQ,EFA,EEM,TLT,IEF,HYG,EMB,GLD,SLV,USO,DBC
2025-05-06,-20984.168658688508,-9345.22631768619,-1276.2463135384842,-1988.9595388653406,4978.386134709836,2535.6172334793946,-382.24791069949504,2070.1897010198454,19346.96102341585,7437.564698951585,7026.002751114605,4472.331436934102
2025-05-07,10492.09816071313,3918.2054581924294,-3372.310405341904,-5790.700914512045,6327.429334198843,2634.581464601229,445.97062927049143,1950.3924117943184,-10574.615074195059,-7335.815717156052,-3403.4079563284636,-3746.461952486565
2025-05-08,17358.79405378636,10271.997341921666,-3500.468921488939,-336.1355846847973,-16817.621471998606,-7818.28614105925,-127.29823466922933,-2006.2272818452948,-13923.552249725355,-305.35053249820413,6475.6650606393605,3889.5928236977884
2025-05-09,-3187.3194607767855,-655.5474292755616,4897.306295757602,3351.2300949449304,2241.9507222019133,742.2727520589675,318.3659359233264,781.1663196997854,5059.939985477161,3442.4963855529495,3055.8105796912423,2281.3872977813458
2025-05-12,81282.68310486246,39932.20781822459,5105.10831829385,10684.409141121405,-14022.882960897494,-6379.669944889522,4940.510965764426,2890.8045532181236,-20016.8862186973,-1716.3103942988985,2950.6469777189773,1982.0911099443852
2025-05-13,16455.574585131355,15125.77161645429,1272.0782407026174,871.0265561063965,-6100.272222745852,-746.940227577807,881.6114100811682,443.2834936861306,2974.964131967287,3022.199639767366,5802.573151187456,4620.843675695589
2025-05-14,3192.846104733102,5975.2833360414015,-4866.1905422304435,3793.2747252482195,-9987.33016638581,-3743.1781347401266,-1827.912251204603,-1664.2649928246578,-14883.593637950018,-6894.527514917844,-2486.9984513671952,-1532.3957690563138
2025-05-15,12181.131745871236,1098.352522711291,10858.48606017018,-215.96937528100517,13127.855011730235,6514.876894309564,946.3008411234241,1664.2649928246778,11086.50880358524,3669.776714596693,-3345.1690089631206,-2947.3757781339623
2025-05-16,15785.255698013936,4342.813215580861,2295.1109379157165,-324.1924134696389,4002.9303865183333,319.1906618251442,566.8810901066656,940.6244108185687,-8512.482721546949,-3157.4018227166994,1503.4403635981514,-1130.4946904768767
2025-05-19,2733.0407797575995,958.4668650400265,9469.055308134462,1079.698522515433,-4351.692640299852,-532.3797521263866,-251.84505182423496,331.6809715324056,8958.894571721958,1226.1683347282424,1200.5120894160227,-425.0152615067414
