Date,rolling_mdd
2023-02-09,-0.20983276391394007
2023-02-10,-0.2098327639139401
2023-02-13,-0.20460927699647255
2023-02-14,-0.20460927699647258
2023-02-15,-0.20460927699647263
2023-02-16,-0.2046092769964726
2023-02-17,-0.20460927699647252
2023-02-21,-0.2046092769964727
2023-02-22,-0.20460927699647277
2023-02-23,-0.20460927699647258
2023-02-24,-0.20460927699647258
2023-02-27,-0.20460927699647252
2023-02-28,-0.20460927699647252
2023-03-01,-0.2046092769964727
2023-03-02,-0.20460927699647263
2023-03-03,-0.20460927699647274
2023-03-06,-0.20460927699647263
2023-03-07,-0.20460927699647263
2023-03-08,-0.2046092769964726
